source,title,company,location,stipend,duration,mode,internship_type,branch_required,cgpa_required,gender,eligibility_raw,skills,deadline,applicants,apply_link
Internshala,Social Media Marketing - Internship,Apex Consulting,Work from Home,"₹ 6,000 - 8,000 /month",3 Months,Work From Home,Part Time,Not mentioned,Not mentioned,Girls Only,Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 15th Apr'26 and 20th May'26 3. are available for duration of 3 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply.,"NEW, Trending in AI, , Trending in AI, Get hired faster, NEW, Posted just nowInternship, Skill(s) required, Canva, Creative Writing",N/A,N/A,https://internshala.com/internship/detail/work-from-home-social-media-marketing-internship-at-apex-consulting1776240151
Naukri,Data Analyst,Thomson Reuters3.81.9K Reviews,,No fixed durationUnpaid,0 to 2 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: B.Tech / B.E. in Any Specialization,"Career development, Analytical, Consulting, Machine learning, OLAP, microsoft, Internship, Operations, Analytics, Data architecture",N/A,N/A,https://www.naukri.com/job-listings-data-analyst-thomson-reuters-india-pvt-ltd-hyderabad-bengaluru-0-to-2-years-140426503355
Naukri,Mis Intern,Muthoot Homefin India (MHIL)3.8534 Reviews,,"6 months duration12,500/month",0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Excel, Advanced Excel",N/A,N/A,https://www.naukri.com/job-listings-mis-intern-muthoot-homefin-india-mhil-mumbai-all-areas-0-to-1-years-130426008203
Naukri,IT Infra Intern,Muthoot Homefin India (MHIL)3.8534 Reviews,,"6 months duration12,500/month",0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Hardware Support, Communication Skills, Excel",N/A,N/A,https://www.naukri.com/job-listings-it-infra-intern-muthoot-homefin-india-mhil-mumbai-all-areas-0-to-1-years-140426019805
Naukri,Credit Intern,Muthoot Homefin India (MHIL)3.8534 Reviews,,"6 months duration12,500/month",0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Excel, Credit, Powerpoint",N/A,N/A,https://www.naukri.com/job-listings-credit-intern-muthoot-homefin-india-mhil-mumbai-all-areas-0-to-1-years-060426005673
Naukri,"SENIOR ANALYST, TALENT ACQUISITION",Walmart3.53.1K Reviews,,No fixed durationUnpaid,5 to 7 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Automation, Talent acquisition, Social media, Manager Technology, SEZ, HR, Stakeholder management, Continuous improvement, Internship, Recruitment",N/A,N/A,https://www.naukri.com/job-listings-senior-analyst-talent-acquisition-walmart-labs-bengaluru-5-to-7-years-130426501134
Naukri,Apprentice,Starbucks4.1871 Reviews,,6 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Training, Basic, Interpersonal skills, Customer service orientation, Cash handling, OJT, Retail Trainee, Trainee Associate, Operations",N/A,N/A,https://www.naukri.com/job-listings-apprentice-star-bucks-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-200625504726
Naukri,Apprentice,Starbucks4.1871 Reviews,,3 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Training, Basic, Interpersonal skills, Customer service orientation, Cash handling, OJT, Retail Trainee, Trainee Associate, Operations",N/A,N/A,https://www.naukri.com/job-listings-apprentice-star-bucks-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-150725503754
Naukri,Sales Intern,Radisson Mumbai Andheri MIDC ( A unit of GHV Hospitality India Private Limited)4.02.3K Reviews,,"6 months duration5,500/month",0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Fluent English, English Verbal And Written, Lead Generation, Sales, Sales Operations, Sales Coordination",N/A,N/A,https://www.naukri.com/job-listings-sales-intern-radisson-mumbai-andheri-midc-a-unit-of-ghv-hospitality-india-private-limited-mumbai-suburban-0-to-1-years-150426012635
Naukri,Apprentice,Starbucks4.1871 Reviews,,3 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Training, Basic, Interpersonal skills, Customer service orientation, Cash handling, OJT, Retail Trainee, Trainee Associate, Operations",N/A,N/A,https://www.naukri.com/job-listings-apprentice-star-bucks-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-160725502685
Naukri,Apprentice,Starbucks4.1871 Reviews,,3 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Training, Basic, Interpersonal skills, Customer service orientation, Cash handling, OJT, Retail Trainee, Trainee Associate, Operations",N/A,N/A,https://www.naukri.com/job-listings-apprentice-star-bucks-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-160725502684
Naukri,Apprentice,Starbucks4.1871 Reviews,,3 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Training, Basic, Interpersonal skills, Customer service orientation, Cash handling, OJT, Retail Trainee, Trainee Associate, Operations",N/A,N/A,https://www.naukri.com/job-listings-apprentice-star-bucks-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-160725502683
Naukri,Human Resource Intern,M/S Dext It Solutions,,2 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Mba,Not mentioned,All,PG: MBA/PGDM in HR/Industrial Relations,"Sourcing Profiles, Communication Skills, Screening, Talent Acquisition, IT Recruitment, Hiring",N/A,N/A,https://www.naukri.com/job-listings-human-resource-intern-m-s-dext-it-solutions-pune-0-to-1-years-150426016306
Naukri,Intern-   .Net Customer Support (Rotational Shifts),Icertis3.2394 Reviews,,"6 months duration20,000/month",0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,"UG: B.C.A. in Any Specialization, B.Sc in Any Specialization, B.Tech / B.E. in Any Specialization",".Net, SQL, C#",N/A,N/A,https://www.naukri.com/job-listings-intern-net-customer-support-rotational-shifts-icertis-pune-0-to-1-years-150426013464
Naukri,Customer Care Intern,Bdfl Technologies,,3 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Outbound, Lead generation, Basic, Interpersonal skills, Sales, Telecalling, Customer service, Customer engagement, MS Office Word, CRM",N/A,N/A,https://www.naukri.com/job-listings-customer-care-intern-the-10x-academy-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-101024500355
Naukri,"Intern, Operations Excellence",Ocwen Financial Corporation3.91.1K Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Accountancy, Data analysis, Operational excellence, Time management, Process improvement, Artificial Intelligence, Data collection, Data analytics, Performance analysis, Six sigma",N/A,N/A,https://www.naukri.com/job-listings-intern-operations-excellence-ocwen-financial-solutions-pvt-ltd-bengaluru-0-to-1-years-100426503450
Naukri,Technology-Intern,Haier Appliances4.01.9K Reviews,,6 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Computer science, Automation, Appliances, GCP, Process improvement, Application development, Troubleshooting, Continuous improvement, Information technology, Python",N/A,N/A,https://www.naukri.com/job-listings-technology-intern-haier-appliances-india-pvt-ltd-bengaluru-0-to-1-years-020426504812
Naukri,HR Intern,Next Learn Technologies,,3 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Recruitment, Screening, Bulk Hiring, Talent Sourcing, Head Hunting, Selection, Recruitment Management, Placement Coordination, human resource management, sourcing",N/A,N/A,https://www.naukri.com/job-listings-hr-intern-next-learn-technologies-bengaluru-0-to-1-years-080426016319
Naukri,Internship,Solid Architects,,3 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"transformers, project management, 220kv, electrical engineering, engineering, 400kv, design engineering, autocad, transmission line, electricals",N/A,N/A,https://www.naukri.com/job-listings-internship-solid-architects-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-070125501248
Naukri,HR Intern,SMART ED,,6 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Training, Administration, Excel, HR Intern, HR, MS Word, MS Office, Powerpoint, Internship, Recruitment",N/A,N/A,https://www.naukri.com/job-listings-hr-intern-smart-ed-techno-solutions-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-250823501607
Naukri,Sr PHP Developer,Kalam Academy4.76 Reviews,,3 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"css, curl, web application, api integration, wordpress, bootstrap, symfony, ajax, jquery, sql",N/A,N/A,https://www.naukri.com/job-listings-sr-php-developer-kalam-academy-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-041124501728
Naukri,Human Resource Project Intern,UltraTech Cement4.19.4K ReviewsEmployees' choice,,"2 months duration10,000/month",0 to 1 years,Work From Home,Part Time,Mba,Not mentioned,All,PG: MBA/PGDM in HR/Industrial Relations,"Business Partnering, Learning And Development, Employee Engagement, Talent Management, Recruitment, Talent Acquisition, Organizational Development",N/A,N/A,https://www.naukri.com/job-listings-human-resource-project-intern-ultratech-cement-mumbai-suburban-0-to-1-years-150426017703
Naukri,DATA ANALYTICS Professional,Godigi Infotech2.42 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Basic, Data analysis, Data validation, Excel, Database management, Analytical, power bi, Internship, SQL, Python",N/A,N/A,https://www.naukri.com/job-listings-data-analytics-professional-godigi-infotech-mumbai-0-to-1-years-261225502345
Naukri,Talent Acquisition Intern,Larsen & Toubro (L&T)3.923.7K ReviewsEmployees' choice,,"6 months duration10,000/month",0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: B.B.A. / B.M.S. in Any Specialization,"Assist in sourcing and screening resumes from job portals, joining formalities, referrals, and other sources Coordinate interviews with hiring managers and candidates Maintain and update candidate databases and trackers Support offer rollouts",N/A,N/A,https://www.naukri.com/job-listings-talent-acquisition-intern-larsen-toubro-l-t-mumbai-0-to-1-years-080426018407
Naukri,University Intern-AP,Marriott4.11.5K Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"lvm, ftp, vmware, redhat linux, dns, ssh, nfs server, rpm, ansible, docker",N/A,N/A,https://www.naukri.com/job-listings-university-intern-ap-marriott-bengaluru-0-to-1-years-140426502781
Naukri,Early Career Trainee,Baker Hughes4.1567 Reviews,,6 months durationUnpaid,0 to 6 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Computer science, Engineer Trainee, Data analysis, Simulation, Transition, digital transformation, Analytics, Monitoring, Petroleum, Python",N/A,N/A,https://www.naukri.com/job-listings-early-career-trainee-baker-hughes-the-network-mumbai-0-to-6-years-020426506943
Naukri,Cyber Security Internship,Prodigy Infotech3.984 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"cyber security, Internship",N/A,N/A,https://www.naukri.com/job-listings-cyber-security-internship-prodigy-infotech-mumbai-0-to-1-years-250325505446
Naukri,Finance Article Intern,Kimberly-Clark Corporation4.0339 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Career development, Intern, External audit, Actuarial, Taxation, industrial training, Powerpoint, Tax audit, Auditing",N/A,N/A,https://www.naukri.com/job-listings-finance-article-intern-kimberly-clark-mumbai-0-to-1-years-260226501963
Naukri,Executive,EXL3.68.6K Reviews,,No fixed durationUnpaid,0 to 5 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Executive, data science, Master data management, Data collection, Information technology, Internship",N/A,N/A,https://www.naukri.com/job-listings-executive-exl-services-com-i-pvt-ltd-noida-0-to-5-years-130426501270
Naukri,SEO - Fresher / Intern,Rath Infotech And Web Solutions4.226 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"digital marketing, seo analysis, keyword analysis, ppc, search engine, google adwords, research, on-page optimization, seo strategies, online marketing",N/A,N/A,https://www.naukri.com/job-listings-seo-fresher-intern-rath-infotech-mumbai-0-to-1-years-301024506299
Naukri,Technology-Intern,Haier Appliances4.01.9K Reviews,,6 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,"UG: Any Graduate, B.Tech / B.E. in Any Specialization","Computer science, Automation, Appliances, GCP, Process improvement, Application development, Troubleshooting, Continuous improvement, Information technology, Python",N/A,N/A,https://www.naukri.com/job-listings-technology-intern-haier-appliances-india-pvt-ltd-hyderabad-bengaluru-0-to-1-years-160326500393
Naukri,Instructional Designer Intern,NoBroker3.02.6K Reviews,,"6 months duration15,000/month",0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Instructional Design, Storyline, Articulate Storyline",N/A,N/A,https://www.naukri.com/job-listings-instructional-designer-intern-nobroker-bengaluru-0-to-1-years-140426017637
Naukri,Sales Intern,DEN Networks3.8352 Reviews,,"3 months duration15,000/month",0 to 1 years,Work From Home,Part Time,"Mba, Marketing",Not mentioned,All,PG: MBA/PGDM in Marketing,"Sales, Mba Marketing, Retail Sales",N/A,N/A,https://www.naukri.com/job-listings-sales-intern-den-networks-mumbai-0-to-1-years-140426009046
Naukri,Field Operations Intern,Rapido3.5445 Reviews,,"6 months duration25,000/month",0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Compliance Documentation, Field Work, Btl Marketing, Vendor Management, Operations, Field Operations, Ground Operations",N/A,N/A,https://www.naukri.com/job-listings-field-operations-intern-rapido-mumbai-all-areas-0-to-1-years-140426015131
Naukri,CPP and Java Intern Engineer,HARMAN India3.83.3K Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Infotainment, C++, github, GIT, Manager Technology, Wellness, Occupational health, Unit testing, Automotive, Testing",N/A,N/A,https://www.naukri.com/job-listings-cpp-and-java-intern-engineer-harman-india-bengaluru-0-to-1-years-140426501299
Naukri,Java and CPP Intern,HARMAN India3.83.3K Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Infotainment, C++, github, GIT, Manager Technology, Wellness, Unit testing, Automotive, Testing, Recruitment",N/A,N/A,https://www.naukri.com/job-listings-java-and-cpp-intern-harman-india-bengaluru-0-to-1-years-140426501297
Naukri,CPP and Java Intern Engineer,HARMAN India3.83.3K Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Infotainment, C++, github, GIT, Manager Technology, Wellness, Occupational health, Unit testing, Automotive, Testing",N/A,N/A,https://www.naukri.com/job-listings-cpp-and-java-intern-engineer-harman-india-bengaluru-0-to-1-years-140426501298
Naukri,CPP and Java Intern Engineer,HARMAN India3.83.3K Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Infotainment, C++, github, GIT, Manager Technology, Wellness, Occupational health, Unit testing, Automotive, Testing",N/A,N/A,https://www.naukri.com/job-listings-cpp-and-java-intern-engineer-harman-india-bengaluru-0-to-1-years-150426501108
Naukri,CPP and Java Intern Engineer,HARMAN India3.83.3K Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Infotainment, C++, github, GIT, Manager Technology, Wellness, Occupational health, Unit testing, Automotive, Testing",N/A,N/A,https://www.naukri.com/job-listings-cpp-and-java-intern-engineer-harman-india-bengaluru-0-to-1-years-140426501300
Naukri,CA Interns,Deutsche Bank3.94.4K Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"tds, law, statutory compliance, voucher making, forecasting, gst, tax returns, audit report, auditing, accounting",N/A,N/A,https://www.naukri.com/job-listings-ca-interns-deutsche-bank-mumbai-0-to-1-years-270326501921
Naukri,CA Interns NCT,Deutsche Bank3.94.4K Reviews,,No fixed durationUnpaid,3 to 8 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Loans, Front office, Transfer pricing, GAAP, Product control, HTML, Investment banking, IFRS, Risk management, Balance Sheet",N/A,N/A,https://www.naukri.com/job-listings-ca-interns-nct-deutsche-bank-mumbai-3-to-8-years-130426502220
Naukri,ARTIFICIAL INTELLIGENCE Professional,Godigi Infotech2.42 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"deep learning, data science, Intern, Artificial Intelligence, Machine learning, Data structures, Research, Internship, Python, Testing",N/A,N/A,https://www.naukri.com/job-listings-artificial-intelligence-professional-godigi-infotech-mumbai-0-to-1-years-151225501381
Naukri,PYTHON DEVELOPMENT,Godigi Infotech2.42 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Computer science, Automation, Front end, Version control, Postgresql, Django, MySQL, Data structures, Internship, Python",N/A,N/A,https://www.naukri.com/job-listings-python-development-godigi-infotech-mumbai-0-to-1-years-241125506814
Naukri,FULL STACK DEVELOPMENT,Godigi Infotech2.42 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Technical training, Backend, Front end, html5, MySQL, Debugging, Javascript, Internship, Python, Testing",N/A,N/A,https://www.naukri.com/job-listings-full-stack-development-godigi-infotech-mumbai-0-to-1-years-081225503255
Naukri,Software Engineering II,Uber Freight,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Computer science, C++, Backend, Coding, MySQL, Machine learning, Oracle, Internship, Forecasting, Logistics",N/A,N/A,https://www.naukri.com/job-listings-software-engineering-ii-uber-freight-hyderabad-0-to-1-years-100426500759
Naukri,FULL STACK DEVELOPMENT,Godigi Infotech2.42 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Automation, Manager Quality Assurance, Networking, Testing tools, Coding, DNS, Data structures, HTTP, Selenium, Troubleshooting",N/A,N/A,https://www.naukri.com/job-listings-full-stack-development-godigi-infotech-mumbai-0-to-1-years-171125500702
Naukri,Web Dev Internship,Prodigy Infotech3.984 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Web technologies, html5, Javascript, Internship, CSS3",N/A,N/A,https://www.naukri.com/job-listings-web-dev-internship-prodigy-infotech-mumbai-0-to-1-years-030325503958
Naukri,Graphic Designer Intern,Simplilearn3.7834 Reviews,,"6 months duration20,000/month",0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Creative Designing, Design, Figma, Canva, Design Thinking, Adobe Creative Suite",N/A,N/A,https://www.naukri.com/job-listings-graphic-designer-intern-simplilearn-bengaluru-0-to-1-years-240326034484
Naukri,PYTHON DEVELOPMENT,Godigi Infotech2.42 Reviews,,No fixed durationUnpaid,0 to 5 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Data analysis, Django, Web development, Machine learning, Javascript, HTML, Web designing, ERP implementation, Internship, Python",N/A,N/A,https://www.naukri.com/job-listings-python-development-godigi-infotech-mumbai-0-to-5-years-150126502799
Naukri,Quality Analyst Intern,Dr Reddys Foundation (DRF)3.7578 Reviews,,"3 months duration10,000/month",0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Assessment, Education Counseling, Student Counseling, Placement, Skill Development, Cold Calling",N/A,N/A,https://www.naukri.com/job-listings-quality-analyst-intern-dr-reddys-foundation-drf-hyderabad-0-to-1-years-080426031808
Naukri,Software Development Internship,Prodigy Infotech3.984 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Web technologies, Internship",N/A,N/A,https://www.naukri.com/job-listings-software-development-internship-prodigy-infotech-mumbai-0-to-1-years-040325503974
Naukri,Business Associate Intern,Rupeek4.11.2K ReviewsEmployees' choice,,"6 months duration25,000/month",0 to 1 years,Work From Home,Part Time,Mba,Not mentioned,All,PG: MBA/PGDM in Any Specialization,"Business Development, Cross Functional Coordination, Client Engagement, Stakeholder Management",N/A,N/A,https://www.naukri.com/job-listings-business-associate-intern-rupeek-bengaluru-0-to-1-years-120326025248
Naukri,Software Testing Internship,Prodigy Infotech3.984 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Software testing, Automation testing, Manual testing, Unit testing, Internship, Testing",N/A,N/A,https://www.naukri.com/job-listings-software-testing-internship-prodigy-infotech-mumbai-0-to-1-years-240325504996
Naukri,Social Media - Intern,Binary Web Solutions4.621 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"IT services, Campaign planning, Publishing, Intern, Media strategy, Social media, digital campaigns, Brand awareness, Scheduling, Analytics",N/A,N/A,https://www.naukri.com/job-listings-social-media-intern-binary-shopify-plus-agency-mumbai-0-to-1-years-111125500590
Naukri,Graphic Design Intern,Puma4.1795 Reviews,,"4 months duration15,000/month",0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,"UG: B.Des. - Bachelor of Design in Graphic Design, Any Graduate","Photoshop, Video Editing, Illustrator, 3D Designing, Indesign",N/A,N/A,https://www.naukri.com/job-listings-graphic-design-intern-puma-bengaluru-0-to-1-years-250326025435
Naukri,Campaign Operations Intern,Simplilearn3.7834 Reviews,,"6 months duration20,000/month",0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Research, Data Research, Data Collection, Market Research",N/A,N/A,https://www.naukri.com/job-listings-campaign-operations-intern-simplilearn-bengaluru-0-to-1-years-240326034185
Naukri,Marketing Intern,ShareChat3.6594 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Business administration, Marketing Intern, Social media, Project management, Marketing campaigns, Marketing collaterals, Sales process, content marketing, Digital marketing, Marketing communication",N/A,N/A,https://www.naukri.com/job-listings-marketing-intern-sharechat-bengaluru-0-to-1-years-100426502772
Naukri,SEO,Farsoft Infotech,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Intern, SEO",N/A,N/A,https://www.naukri.com/job-listings-seo-farsoft-infotech-private-limited-mumbai-0-to-1-years-221024503324
Naukri,Android Development Internship,Prodigy Infotech3.984 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Cloud, Internship, android development",N/A,N/A,https://www.naukri.com/job-listings-android-development-internship-prodigy-infotech-mumbai-0-to-1-years-040325503975
Naukri,SEO - Intern,Binary Web Solutions4.621 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"IT services, Google Analytics, Excel, Intern, Content optimization, Research, SEO, Digital marketing, Analytics, Search engine optimization",N/A,N/A,https://www.naukri.com/job-listings-seo-intern-binary-shopify-plus-agency-mumbai-0-to-1-years-111125500589
Naukri,Film Distribution Intern,Star Entertainment,,3 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"matlab, python, c, machine learning, communication skills",N/A,N/A,https://www.naukri.com/job-listings-film-distribution-intern-star-entertainment-media-private-limited-mumbai-0-to-1-years-050825501539
Naukri,Accounting Intern,Suguna Foods3.91.5K Reviews,,"3 months duration12,000/month",0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: B.Com in Any Specialization,"Excel, Accounting, Oracle ERP, MS Office",N/A,N/A,https://www.naukri.com/job-listings-accounting-intern-suguna-foods-coimbatore-0-to-1-years-180325010366
Naukri,Intern | Fresher | | Customer Strategy & Design,Deloitte Consulting3.723K Reviews,,No fixed durationUnpaid,0 to 2 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"c#, apr, companies act, asp.net mvc, c, company law, ajax, javascript, jquery, sql server",N/A,N/A,https://www.naukri.com/job-listings-intern-fresher-customer-strategy-design-deloitte-new-delhi-0-to-2-years-100426502793
Naukri,Human Resource Intern,Yatra.com3.3644 Reviews,,"6 months duration25,000/month",0 to 1 years,Work From Home,Part Time,Mba,Not mentioned,All,PG: MBA/PGDM in Any Specialization,"Talent Acquisition, Screening, End To End Recruitment, Hiring, HR, Talent Sourcing, Recruitment",N/A,N/A,https://www.naukri.com/job-listings-human-resource-intern-yatra-com-delhi-ncr-0-to-1-years-150426016855
Naukri,Human Resource Intern,Mukund Mgm Realty5.03 Reviews,,"2 months duration15,000/month",0 to 1 years,Work From Home,Part Time,Mba,Not mentioned,All,PG: MBA/PGDM in HR/Industrial Relations,"HR Operations, Employee Orientation, Payroll Management, Joining Formalities, Appraisal Management, Attendance Management, Exit Process, Induction Program, Payroll, PF",N/A,N/A,https://www.naukri.com/job-listings-human-resource-intern-mukund-mgm-realty-mangaluru-0-to-1-years-130426006369
Naukri,CFO Intern,Deutsche Bank3.94.4K Reviews,,No fixed durationUnpaid,2 to 4 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"analytical, forecasting, income tax, cfo, communication skills",N/A,N/A,https://www.naukri.com/job-listings-cfo-intern-deutsche-bank-mumbai-pune-2-to-4-years-101225501870
Naukri,Design Intern (Retail Project),Puma4.1795 Reviews,,"4 months duration15,000/month",0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,"UG: B.Des. - Bachelor of Design in Any Specialization, B.Arch in Architecture, Any Graduate","Sketchup, AutoCAD, Design, Excel, 3D Software, Photoshop",N/A,N/A,https://www.naukri.com/job-listings-design-intern-retail-project-puma-bengaluru-0-to-1-years-230326014028
Naukri,FP&A Intern,AkzoNobel4.11.8K Reviews,,"6 months duration20,000/month",0 to 1 years,Work From Home,Part Time,"Mba, Finance",Not mentioned,All,PG: MBA/PGDM in Finance,"Finance, MBA finance, ICWA Inter, Ca, Articleship",N/A,N/A,https://www.naukri.com/job-listings-fp-a-intern-akzonobel-pune-0-to-1-years-311025029063
Naukri,Strategy Intern,Xpressbees4.23.8K Reviews,,"6 months duration15,000/month",0 to 1 years,Work From Home,Part Time,"Mba, Management",Not mentioned,All,"PG: MBA/PGDM in Supply Chain Management, Operations, Business Strategy","Excel, Operations",N/A,N/A,https://www.naukri.com/job-listings-strategy-intern-xpressbees-pune-0-to-1-years-130426012311
